,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
324,female,group C,high school,free/reduced,none,divorced,sometimes,no,1,,< 5,39,45,42,126
325,female,group C,some college,standard,none,single,sometimes,yes,3,school_bus,05-Oct,82,90,94,266
326,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,61,61,62,184
327,male,group A,some college,free/reduced,none,married,regularly,yes,2,school_bus,> 10,29,23,19,71
328,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,05-Oct,82,75,77,234
329,female,group B,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,39,54,49,142
330,male,group C,high school,standard,none,single,regularly,yes,,school_bus,< 5,70,59,61,190
331,male,group C,associate's degree,standard,none,,sometimes,no,3,private,< 5,45,36,34,115
332,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52,168
333,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,90,78,81,249
334,female,group C,bachelor's degree,standard,none,,sometimes,yes,1,,,83,93,95,271
335,female,group B,some college,free/reduced,none,married,regularly,yes,2,,05-Oct,62,69,67,198
336,male,group D,some high school,standard,completed,married,regularly,no,,private,05-Oct,78,71,70,219
337,male,group C,associate's degree,standard,none,single,regularly,yes,2,,05-Oct,50,51,44,145
338,female,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,23,37,26,86
339,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,35,55,60,150
340,male,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,61,62,54,177
341,female,group C,,standard,none,married,regularly,yes,0,,05-Oct,62,74,64,200
342,female,group B,,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72,212
343,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65,199
344,male,group D,some college,standard,none,,regularly,yes,2,school_bus,< 5,78,72,67,217
345,female,group C,high school,standard,none,married,sometimes,yes,4,private,05-Oct,72,80,75,227
346,male,group B,,standard,none,married,sometimes,no,2,school_bus,05-Oct,62,61,57,180
347,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,,< 5,76,93,95,264
349,male,group E,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,92,76,79,247
350,female,group B,bachelor's degree,standard,none,married,sometimes,yes,0,private,05-Oct,52,65,69,186
351,male,group E,some college,standard,none,married,,no,4,school_bus,> 10,67,57,53,177
352,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78,215
353,female,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,45,57,57,159
354,female,group C,some college,standard,none,married,never,yes,2,,< 5,55,68,66,189
355,female,group B,bachelor's degree,standard,none,single,regularly,no,3,school_bus,> 10,64,74,73,211
356,male,group A,,standard,none,married,sometimes,no,2,private,05-Oct,63,61,61,185
357,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67,172
359,female,group D,some college,standard,none,divorced,sometimes,no,1,private,< 5,77,88,87,252
360,female,group B,high school,standard,none,married,never,yes,1,school_bus,05-Oct,56,61,57,174
361,male,group B,some high school,standard,completed,single,regularly,yes,3,private,05-Oct,87,85,79,251
362,female,group C,some college,standard,none,single,regularly,no,2,private,05-Oct,53,58,59,170
363,female,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,26,33,31,90
364,male,group C,some college,standard,none,divorced,regularly,yes,1,school_bus,05-Oct,60,60,59,179
365,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62,172
366,male,group C,high school,standard,completed,married,sometimes,yes,2,,05-Oct,69,58,53,180
367,male,group C,bachelor's degree,free/reduced,none,married,regularly,,3,private,> 10,64,67,63,194
368,female,group A,some high school,free/reduced,none,single,sometimes,yes,2,private,05-Oct,44,64,58,166
369,female,group D,some high school,standard,none,single,regularly,yes,5,school_bus,05-Oct,71,83,84,238
370,male,group E,some college,standard,none,married,regularly,yes,3,private,05-Oct,86,78,72,236
371,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,05-Oct,45,73,70,188
372,male,group D,some high school,standard,none,single,sometimes,yes,0,private,> 10,76,75,73,224
373,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97,279
374,female,group D,bachelor's degree,standard,none,married,sometimes,yes,0,,> 10,60,71,74,205
376,female,group D,some high school,standard,none,single,sometimes,no,2,school_bus,> 10,82,91,83,256
377,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,,private,05-Oct,85,95,100,280
378,female,group A,some high school,standard,none,single,sometimes,no,1,private,> 10,73,84,78,235
379,male,group A,bachelor's degree,standard,none,married,regularly,yes,1,private,05-Oct,67,64,63,194
380,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,80,86,83,249
381,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93,275
382,male,group C,master's degree,free/reduced,none,married,sometimes,no,2,,05-Oct,79,82,73,234
383,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,private,> 10,40,50,47,137
384,female,group A,some high school,free/reduced,none,divorced,never,no,5,private,05-Oct,35,41,40,116
385,female,group E,some college,standard,none,divorced,regularly,yes,2,private,05-Oct,69,77,76,222
386,female,group E,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,62,71,68,201
387,female,group C,,free/reduced,none,widowed,regularly,yes,4,school_bus,05-Oct,58,79,68,205
388,female,group D,high school,standard,none,single,sometimes,yes,3,private,05-Oct,62,64,64,190
389,male,group D,master's degree,standard,none,married,sometimes,no,1,school_bus,< 5,71,70,75,216
390,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,05-Oct,75,68,60,203
391,female,group D,some college,standard,none,single,sometimes,no,3,private,< 5,74,66,75,215
392,male,group E,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,78,68,68,214
393,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58,173
394,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,05-Oct,65,74,77,216
396,female,group B,high school,free/reduced,none,married,never,no,5,school_bus,05-Oct,48,65,61,174
398,male,group B,some high school,standard,none,single,regularly,yes,0,school_bus,< 5,73,62,57,192
399,male,group D,some high school,standard,none,single,never,no,4,private,< 5,56,57,51,164
400,female,group C,some high school,standard,completed,married,regularly,yes,3,private,05-Oct,60,54,68,182
401,male,group A,some college,standard,,married,sometimes,no,1,school_bus,,53,43,43,139
402,female,group A,some college,free/reduced,none,married,regularly,no,2,school_bus,> 10,51,66,57,174
403,female,group D,high school,standard,completed,single,sometimes,yes,4,private,05-Oct,88,99,100,287
404,female,group C,high school,standard,none,single,regularly,yes,0,school_bus,05-Oct,55,59,63,177
405,female,group C,some high school,standard,none,married,regularly,yes,,,< 5,62,72,68,202
406,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65,199
407,female,group B,associate's degree,standard,,married,regularly,yes,3,school_bus,05-Oct,84,81,78,243
408,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,05-Oct,52,57,56,165
409,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84,253
410,female,group D,master's degree,standard,completed,,regularly,yes,2,private,05-Oct,72,73,78,223
411,male,,some college,standard,completed,widowed,regularly,yes,4,school_bus,05-Oct,86,84,79,249
412,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,,71,66,60,197
414,female,group C,,free/reduced,,married,regularly,yes,3,school_bus,05-Oct,52,73,80,205
415,male,group E,high school,standard,none,single,regularly,no,3,private,05-Oct,86,74,70,230
416,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66,206
417,male,group C,associate's degree,standard,none,married,sometimes,yes,3,,< 5,71,71,65,207
418,male,group D,some college,standard,none,married,regularly,no,4,private,05-Oct,70,59,63,192
419,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,05-Oct,57,56,54,167
421,female,group D,high school,standard,completed,married,regularly,no,2,,< 5,56,57,64,177
422,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68,174
423,female,group A,some high school,standard,completed,married,sometimes,yes,0,,< 5,57,83,78,218
424,male,,some college,free/reduced,none,married,,no,2,private,05-Oct,41,39,34,114
425,female,,some college,free/reduced,none,single,sometimes,yes,3,school_bus,< 5,60,65,60,185
426,male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,05-Oct,88,84,88,260
427,male,group C,some high school,free/reduced,none,single,regularly,yes,0,private,05-Oct,71,72,66,209
428,male,group A,some high school,free/reduced,,single,sometimes,yes,1,private,,65,59,53,177
429,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,70,63,55,188
430,male,,associate's degree,free/reduced,none,married,sometimes,,1,private,< 5,62,65,57,184
431,female,group C,high school,standard,none,single,sometimes,yes,3,school_bus,,61,72,70,203
432,male,group C,high school,standard,none,single,never,yes,4,school_bus,< 5,57,54,52,163
433,female,group A,some high school,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,45,58,49,152
434,male,group C,,standard,none,married,sometimes,no,1,,> 10,75,66,67,208
435,male,,some college,free/reduced,completed,married,sometimes,no,7,private,05-Oct,50,48,53,151
436,male,group D,associate's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,77,69,65,211
437,male,group D,,free/reduced,none,divorced,sometimes,yes,1,private,05-Oct,75,66,73,214
438,male,group C,high school,standard,,single,regularly,yes,0,school_bus,< 5,69,55,51,175
439,male,group D,some high school,standard,completed,married,sometimes,,0,school_bus,05-Oct,89,88,82,259
440,female,group C,,standard,completed,single,regularly,no,1,school_bus,05-Oct,69,82,80,231
441,female,group D,high school,standard,none,married,sometimes,yes,2,,,78,81,80,239
442,female,group A,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,59,73,69,201
443,female,,associate's degree,standard,none,,sometimes,no,1,school_bus,< 5,70,81,74,225
444,male,group A,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,79,82,73,234
445,female,group C,some high school,standard,completed,divorced,regularly,,3,,05-Oct,69,75,78,222
446,male,group D,some college,free/reduced,none,,regularly,yes,1,school_bus,> 10,73,67,62,202
447,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,91,83,83,257
448,male,group B,high school,standard,none,widowed,regularly,yes,4,school_bus,05-Oct,48,46,43,137
449,male,group B,associate's degree,standard,none,single,regularly,yes,,school_bus,05-Oct,83,74,73,230
450,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,05-Oct,64,85,85,234
451,female,group E,some college,standard,none,married,sometimes,,5,school_bus,05-Oct,100,92,97,289
452,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,> 10,68,79,77,224
453,male,group C,some college,free/reduced,none,married,never,yes,3,private,> 10,64,57,48,169
454,female,group C,associate's degree,free/reduced,none,,regularly,yes,3,private,05-Oct,54,61,63,178
455,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,05-Oct,37,56,47,140
456,female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3,school_bus,05-Oct,79,89,89,257
457,male,group D,associate's degree,free/reduced,none,single,regularly,yes,1,,05-Oct,54,54,49,157
458,female,group E,bachelor's degree,standard,none,married,regularly,,2,school_bus,,100,100,100,300
459,male,group B,high school,standard,,married,sometimes,no,4,,05-Oct,72,65,68,205
460,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,< 5,52,57,55,164
461,male,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,54,54,45,153
462,female,group E,some college,standard,none,divorced,never,no,1,private,05-Oct,68,68,74,210
463,female,group C,some college,free/reduced,none,widowed,sometimes,yes,4,school_bus,05-Oct,77,90,91,258
464,male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,,private,05-Oct,75,58,62,195
465,female,group C,some college,standard,none,married,sometimes,no,4,,05-Oct,84,87,91,262
466,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,> 10,26,31,38,95
467,male,group A,high school,free/reduced,completed,married,regularly,no,7,school_bus,> 10,76,69,67,212
468,female,group A,high school,free/reduced,completed,single,regularly,yes,3,private,05-Oct,79,89,87,255
469,male,,some college,standard,none,married,regularly,yes,2,private,05-Oct,93,75,77,245
470,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,05-Oct,83,85,90,258
471,female,group C,high school,standard,,married,regularly,yes,0,private,< 5,62,68,74,204
472,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,68,86,84,238
473,female,group D,some high school,standard,none,married,sometimes,no,5,private,> 10,57,66,60,183
474,female,group B,associate's degree,standard,,single,sometimes,yes,2,private,05-Oct,90,90,91,271
475,female,group D,bachelor's degree,standard,completed,,sometimes,yes,3,,> 10,73,77,84,234
476,male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,76,62,66,204
477,male,group D,,standard,none,married,sometimes,no,1,school_bus,05-Oct,80,68,72,220
478,female,group D,master's degree,standard,none,single,never,yes,1,private,05-Oct,53,64,70,187
