,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,total
535,female,group C,bachelor's degree,free/reduced,completed,66,83,83,232
536,male,group C,associate's degree,standard,completed,51,60,58,169
537,female,group D,high school,standard,none,51,66,62,179
538,male,group E,bachelor's degree,standard,completed,85,66,71,222
539,male,group A,associate's degree,standard,completed,97,92,86,275
540,male,group C,high school,standard,completed,75,69,68,212
541,male,group D,associate's degree,free/reduced,completed,79,82,80,241
542,female,group C,associate's degree,standard,none,81,77,79,237
543,female,group D,associate's degree,standard,none,82,95,89,266
544,female,group D,master's degree,standard,none,64,63,66,193
545,male,group E,some high school,free/reduced,completed,78,83,80,241
546,female,group A,some high school,standard,completed,92,100,97,289
547,male,group C,high school,standard,completed,72,67,64,203
548,female,group C,high school,free/reduced,none,62,67,64,193
549,male,group C,master's degree,standard,none,79,72,69,220
550,male,group C,some high school,free/reduced,none,79,76,65,220
551,male,group B,bachelor's degree,free/reduced,completed,87,90,88,265
552,female,group B,associate's degree,standard,none,40,48,50,138
553,male,group D,some college,free/reduced,none,77,62,64,203
554,male,group E,associate's degree,standard,none,53,45,40,138
555,female,group C,some college,free/reduced,none,32,39,33,104
556,female,group C,associate's degree,standard,completed,55,72,79,206
557,male,group C,master's degree,free/reduced,none,61,67,66,194
558,female,group B,associate's degree,free/reduced,none,53,70,70,193
559,male,group D,some high school,standard,none,73,66,62,201
560,female,group D,some college,standard,completed,74,75,79,228
561,female,group C,some college,standard,none,63,74,74,211
562,male,group C,bachelor's degree,standard,completed,96,90,92,278
563,female,group D,some college,free/reduced,completed,63,80,80,223
564,male,group B,bachelor's degree,free/reduced,none,48,51,46,145
565,male,group B,associate's degree,standard,none,48,43,45,136
566,female,group E,bachelor's degree,free/reduced,completed,92,100,100,292
567,female,group D,master's degree,free/reduced,completed,61,71,78,210
568,male,group B,high school,free/reduced,none,63,48,47,158
569,male,group D,bachelor's degree,free/reduced,none,68,68,67,203
570,male,group B,some college,standard,completed,71,75,70,216
571,male,group A,bachelor's degree,standard,none,91,96,92,279
572,female,group C,some college,standard,none,53,62,56,171
573,female,group C,high school,free/reduced,completed,50,66,64,180
574,female,group E,high school,standard,none,74,81,71,226
575,male,group A,associate's degree,free/reduced,completed,40,55,53,148
576,male,group A,some college,standard,completed,61,51,52,164
577,female,group B,high school,standard,none,81,91,89,261
578,female,group B,some college,free/reduced,completed,48,56,58,162
579,female,group D,master's degree,standard,none,53,61,68,182
580,female,group D,some high school,standard,none,81,97,96,274
581,female,group E,some high school,standard,none,77,79,80,236
582,female,group D,bachelor's degree,free/reduced,none,63,73,78,214
583,female,group D,associate's degree,standard,completed,73,75,80,228
584,female,group D,some college,standard,none,69,77,77,223
585,female,group C,associate's degree,standard,none,65,76,76,217
586,female,group A,high school,standard,none,55,73,73,201
587,female,group C,bachelor's degree,free/reduced,none,44,63,62,169
588,female,group C,some college,standard,none,54,64,65,183
589,female,group A,some high school,standard,none,48,66,65,179
590,male,group C,some college,free/reduced,none,58,57,54,169
591,male,group A,some high school,standard,none,71,62,50,183
592,male,group E,bachelor's degree,standard,none,68,68,64,200
593,female,group E,high school,standard,none,74,76,73,223
594,female,group C,bachelor's degree,standard,completed,92,100,99,291
595,female,group C,bachelor's degree,standard,completed,56,79,72,207
596,male,group B,high school,free/reduced,none,30,24,15,69
597,male,group A,some high school,standard,none,53,54,48,155
598,female,group D,high school,standard,none,69,77,73,219
599,female,group D,some high school,standard,none,65,82,81,228
600,female,group D,master's degree,standard,none,54,60,63,177
601,female,group C,high school,standard,none,29,29,30,88
602,female,group E,some college,standard,none,76,78,80,234
603,male,group D,high school,free/reduced,none,60,57,51,168
604,male,group D,master's degree,free/reduced,completed,84,89,90,263
605,male,group C,some high school,standard,none,75,72,62,209
606,female,group C,associate's degree,standard,none,85,84,82,251
607,female,group C,master's degree,free/reduced,none,40,58,54,152
608,female,group E,some college,standard,none,61,64,62,187
609,female,group B,associate's degree,standard,none,58,63,65,186
610,male,group D,some college,free/reduced,completed,69,60,63,192
611,female,group C,some college,standard,none,58,59,66,183
612,male,group C,bachelor's degree,standard,completed,94,90,91,275
613,female,group C,associate's degree,standard,none,65,77,74,216
614,female,group A,associate's degree,standard,none,82,93,93,268
615,female,group C,high school,standard,none,60,68,72,200
616,female,group E,bachelor's degree,standard,none,37,45,38,120
617,male,group D,bachelor's degree,standard,none,88,78,83,249
618,male,group D,master's degree,standard,none,95,81,84,260
619,male,group C,associate's degree,free/reduced,completed,65,73,68,206
620,female,group C,high school,free/reduced,none,35,61,54,150
621,male,group B,bachelor's degree,free/reduced,none,62,63,56,181
622,male,group C,high school,free/reduced,completed,58,51,52,161
623,male,group A,some college,standard,completed,100,96,86,282
624,female,group E,bachelor's degree,free/reduced,none,61,58,62,181
625,male,group D,some college,standard,completed,100,97,99,296
626,male,group B,associate's degree,free/reduced,completed,69,70,63,202
627,male,group D,associate's degree,standard,none,61,48,46,155
628,male,group D,some college,free/reduced,none,49,57,46,152
629,female,group C,some high school,standard,completed,44,51,55,150
630,male,group D,some college,standard,none,67,64,70,201
631,male,group B,high school,standard,none,79,60,65,204
632,female,group B,bachelor's degree,standard,completed,66,74,81,221
633,female,group C,high school,standard,none,75,88,85,248
634,male,group D,some high school,standard,none,84,84,80,248
635,male,group A,high school,standard,none,71,74,64,209
636,female,group B,high school,free/reduced,completed,67,80,81,228
637,female,group D,some high school,standard,completed,80,92,88,260
638,male,group E,some college,standard,none,86,76,74,236
639,female,group D,associate's degree,standard,none,76,74,73,223
640,male,group D,high school,standard,none,41,52,51,144
641,female,group D,associate's degree,free/reduced,completed,74,88,90,252
642,female,group B,some high school,free/reduced,none,72,81,79,232
643,female,group E,high school,standard,completed,74,79,80,233
644,male,group B,high school,standard,none,70,65,60,195
645,female,group B,bachelor's degree,standard,completed,65,81,81,227
646,female,group D,associate's degree,standard,none,59,70,65,194
647,female,group E,high school,free/reduced,none,64,62,68,194
648,female,group B,high school,standard,none,50,53,55,158
649,female,group D,some college,standard,completed,69,79,81,229
650,male,group C,some high school,free/reduced,completed,51,56,53,160
651,female,group A,high school,standard,completed,68,80,76,224
652,female,group D,some college,standard,completed,85,86,98,269
653,female,group A,associate's degree,standard,completed,65,70,74,209
654,female,group B,some high school,standard,none,73,79,79,231
655,female,group B,some college,standard,none,62,67,67,196
656,male,group C,associate's degree,free/reduced,none,77,67,64,208
657,male,group D,some high school,standard,none,69,66,61,196
658,female,group D,associate's degree,free/reduced,none,43,60,58,161
659,male,group D,associate's degree,standard,none,90,87,85,262
660,male,group C,some college,free/reduced,none,74,77,73,224
661,male,group C,some high school,standard,none,73,66,63,202
662,female,group D,some college,free/reduced,none,55,71,69,195
663,female,group C,high school,standard,none,65,69,67,201
664,male,group D,associate's degree,standard,none,80,63,63,206
665,female,group C,some high school,free/reduced,completed,50,60,60,170
666,female,group C,some college,free/reduced,completed,63,73,71,207
667,female,group B,bachelor's degree,free/reduced,none,77,85,87,249
668,male,group C,some college,standard,none,73,74,61,208
669,male,group D,associate's degree,standard,completed,81,72,77,230
670,female,group C,high school,free/reduced,none,66,76,68,210
671,male,group D,associate's degree,free/reduced,none,52,57,50,159
672,female,group C,some college,standard,none,69,78,76,223
673,female,group C,associate's degree,standard,completed,65,84,84,233
674,female,group D,high school,standard,completed,69,77,78,224
675,female,group B,some college,standard,completed,50,64,66,180
676,female,group E,some college,standard,completed,73,78,76,227
677,female,group C,some high school,standard,completed,70,82,76,228
678,male,group D,associate's degree,free/reduced,none,81,75,78,234
679,male,group D,some college,free/reduced,none,63,61,60,184
680,female,group D,high school,standard,none,67,72,74,213
681,male,group B,high school,standard,none,60,68,60,188
682,male,group B,high school,standard,none,62,55,54,171
683,female,group C,some high school,free/reduced,completed,29,40,44,113
684,male,group B,some college,standard,completed,62,66,68,196
685,female,group E,master's degree,standard,completed,94,99,100,293
686,male,group E,some college,standard,completed,85,75,68,228
687,male,group D,associate's degree,free/reduced,none,77,78,73,228
688,male,group A,high school,free/reduced,none,53,58,44,155
689,male,group E,some college,free/reduced,none,93,90,83,266
690,female,group C,associate's degree,standard,none,49,53,53,155
691,female,group E,associate's degree,free/reduced,none,73,76,78,227
692,female,group C,bachelor's degree,free/reduced,completed,66,74,81,221
693,female,group D,associate's degree,standard,none,77,77,73,227
694,female,group C,some high school,standard,none,49,63,56,168
695,female,group D,some college,free/reduced,none,79,89,86,254
696,female,group C,associate's degree,standard,completed,75,82,90,247
697,female,group A,bachelor's degree,standard,none,59,72,70,201
698,female,group D,associate's degree,standard,completed,57,78,79,214
699,male,group C,high school,free/reduced,none,66,66,59,191
700,female,group E,bachelor's degree,standard,completed,79,81,82,242
701,female,group B,some high school,standard,none,57,67,72,196
702,male,group A,bachelor's degree,standard,completed,87,84,87,258
703,female,group D,some college,standard,none,63,64,67,194
704,female,group B,some high school,free/reduced,completed,59,63,64,186
